PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
3603;"Parroquia María Inmaculada y Santa Vicenta";"";"";"";"Metro: Cuzco (línea 10).  Bus: 11, 149.  Bicimad: Estaciones 156 (calle Sor Ángela de la Cruz, 2), 238 (calle San Germán, 5), 157 (paseo de la Castellana, 164).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=98ceef4d7f71c010VgnVCM1000000b205a0aRCRD";"BRASIL";"AVENIDA";"V";"25";"";"";"";"";"MADRID";"MADRID";"28020";"3";"CASTILLEJOS";"6";"TETUAN";"441243";"4478877";"40.45848506770682";"-3.6929992435963093";"915 556 218";"";"parrmarinm@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3604;"Parroquia María Madre del Amor Hermoso";"";"";"";"Bus: 123, 85.  Cercanías Renfe: Villaverde Bajo (líneas C3, C4 y C3a).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2bdeef4d7f71c010VgnVCM1000000b205a0aRCRD";"VICENTE CARBALLAL";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28021";"3";"BUTARQUE";"17";"VILLAVERDE";"442098";"4467198";"40.35334028453826";"-3.6818456216523825";"917 967 276";"";"madreamorhermoso@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3609;"Parroquia María Mediadora";"";"";"";"Metro: Miguel Hernández (línea 1).  Bus: 144, 103, 142, 143, 54, 58, SE853.  Bicimad: Estación 430 (calle de Torremolinos, 2), 435 (calle San Claudio, 154), 416 (calle Ramírez Tomé, 31).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bdeeef4d7f71c010VgnVCM1000000b205a0aRCRD";"RAFAEL ALBERTI";"AVENIDA";"V";"25";"";"";"";"";"MADRID";"MADRID";"28018";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"445619";"4470878";"40.38672616933634";"-3.6407004529545075";"913 034 496 / 648 030 141";"";"pamame@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3450;"Parroquia María Reina y San Buenaventura";"";"";"";"Metro: Nueva Numancia (línea 1).   Bus: 141.  Bicimad: Estación 226 (camino de Valderribas, 94).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8af713db5b71c010VgnVCM1000000b205a0aRCRD";"LOPEZ GRASS";"CALLE";"V";"44";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"444085";"4472116";"40.39777803699741";"-3.658888070426224";"914 302 531";"";"sanbuenaventura@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
59882;"Parroquia María Virgen Madre";"";"";"";"Metro: Canillas (línea 4).  Bus: 112, 122, 153.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c558ed67151c010VgnVCM2000000c205a0aRCRD";"MACHUPICHU";"AVENIDA";"V";"50";"";"";"";"";"MADRID";"MADRID";"28043";"2";"PIOVERA";"16";"HORTALEZA";"446479";"4479108";"40.46092502213925";"-3.631261180347493";"919 40 06 27";"";"parroquiamariavirgenmadre@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3632;"Parroquia Natividad de Nuestra Señora";"";"";"";"Metro: Vinateros (línea 9).    Bus: 71.    Bicimad: Estaciones 219 (calle Camino de los Vinateros, 108) y 220 (calle Arroyo de las Pilillas, 6).    Aparcamiento: Encuentro (4) plaza del Encuentro.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d21fef4d7f71c010VgnVCM1000000b205a0aRCRD";"MARROQUINA";"CALLE";"V";"41";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"444908";"4473206";"40.40763908414183";"-3.649285083788044";"914 390 215";"";"parroquialanatividad@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3586;"Parroquia Nuestra Madre del Dolor";"";"";"";"Metro:   Ventas (líneas 2 y 5).    Bus: 74.  Bicimad: Estación 193 (avenida de los Toreros, 49).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=652fef4d7f71c010VgnVCM1000000b205a0aRCRD";"TOREROS";"AVENIDA";"V";"45";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443455";"4475970";"40.43244949083442";"-3.6666507006873763";"917 256 272";"";"madredeldolor@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3403;"Parroquia Nuestra Señora de África";"";"";"";"Metro: Urgel (línea 5), Oporto (líneas 5 y 6).  Bus: 119.  Bicimad: Estación 352 (calle Algorta, 2), 350 (calle de Ervigio).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78d313db5b71c010VgnVCM1000000b205a0aRCRD";"ALGORTA";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28019";"3";"SAN ISIDRO";"11";"CARABANCHEL";"438039";"4471547";"40.39222578524568";"-3.730071105565203";"913 359 255";"";"parroquia.africa@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3410;"Parroquia Nuestra Señora de Altagracia";"";"";"";"Metro: Valdezarza (línea 7).    Bus: 128, 126, 127, 132.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0be313db5b71c010VgnVCM1000000b205a0aRCRD";"AZUAGA";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28039";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439700";"4479492";"40.46391528344315";"-3.7112471381073746";"914 509 421 / 914 509 750";"";"altagracia@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3427;"Parroquia Nuestra Señora de Aránzazu";"";"";"";"Metro: Francos Rodríguez (línea 7).  Bus: 126, 127, 132, 128, 44, SE727.  Bicimad: Estación 239 (calle Francos Rodríguez, 62), 309 (calle Ofelia Nieto, 75).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=201413db5b71c010VgnVCM1000000b205a0aRCRD";"JOSE ROMERO";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28039";"4";"VALDEZARZA";"9";"MONCLOA-ARAVACA";"439738";"4479005";"40.459530414658914";"-3.7107528208291187";"914 503 992 / 914 590 236";"";"nsdearanzazu@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3439;"Parroquia Nuestra Señora de Begoña";"";"";"";"Metro: Begoña (línea 10).  Bus: 124, 137, 135.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=453413db5b71c010VgnVCM1000000b205a0aRCRD";"MARCOS DE ORUETA";"CALLE";"V";"15";"";"";"";"C";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441770";"4481799";"40.484846748825504";"-3.687050883061854";"913 582 856 / 913 582 763";"";"parroquiadebegona@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3440;"Parroquia Nuestra Señora de Belén";"";"";"";"Metro: Vinateros (línea 9).  Bus: 113, 20, 8.  Bicimad: Estación 459 (avenida Moratalaz, 25) y estación 218 (calle Camino de los Vinateros, 28).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d74413db5b71c010VgnVCM1000000b205a0aRCRD";"CORREGIDOR RODRIGO RODRIGUEZ";"CALLE";"V";"12";"";"";"";"";"MADRID";"MADRID";"28030";"4";"MEDIA LEGUA";"14";"MORATALAZ";"444136";"4473262";"40.408108629775775";"-3.6583865683694707";"914 390 881";"";"nsbelen@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3470;"Parroquia Nuestra Señora de Covadonga";"";"";"";"Metro: Manuel Becerra (líneas 2 y 6).   Bus: 143, 156, 110, 38, E5,12, 210, 43, 56, C1, C2, 106, 146, 21, 53, 48, 2, 71, 1, 74.    Bicimad: Estaciones 145 (calle Ortega y Gasset, 87) y 108 (calle Mártires Concepcionistas, 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a5413db5b71c010VgnVCM1000000b205a0aRCRD";"FRANCISCO SILVELA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443241";"4475568";"40.428820288893334";"-3.6691307704102907";"917 252 032";"";"parroquiacovadonga@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3511;"Parroquia Nuestra Señora de Europa";"";"";"";"Bus: 62.   Metro: Acacias (línea 5), Pirámides (línea 5).  Cercanías Renfe: Pirámides (líneas C1 y C10).  Bicimad: Estaciones 170 (paseo de la Esperanza, 21) y 163 (paseo de la Esperanza, 2).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc6413db5b71c010VgnVCM1000000b205a0aRCRD";"JUAN ANTONIO VALLEJO-NAJERA BOTAS";"PASEO";"V";"23";"";"";"";"";"MADRID";"MADRID";"28005";"2";"ACACIAS";"2";"ARGANZUELA";"439998";"4472568";"40.401561268022995";"-3.7070876793777043";"914 748 843";"";"parroquia-ns-europa@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3536;"Parroquia Nuestra Señora de Guadalupe";"";"";"";"Metro: Concha Espina (línea 9).  Bus: 52, 120, 43.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f73fef4d7f71c010VgnVCM1000000b205a0aRCRD";"PUERTO RICO";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28016";"4";"HISPANOAMERICA";"5";"CHAMARTIN";"442791";"4478192";"40.45242744242779";"-3.6746764221304726";"914 570 039 / 914 575 228";"";"p.guadalupe@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3434;"Parroquia Nuestra Señora de la Aurora y Santo Ángel";"";"";"";"Metro: Nueva Numancia (línea 1).  Bus: 24, 10, 111, 310.  Bicimad: Estación 227 (calle Arroyo del Olivar, 6), 422 (travesía de Palomeras, 7), 418 (calle Puerto de Arlabán, 83).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f7413db5b71c010VgnVCM1000000b205a0aRCRD";"GREGORIO SANZ";"CALLE";"V";"8";"";"";"";"";"MADRID";"MADRID";"28053";"2";"SAN DIEGO";"13";"PUENTE DE VALLECAS";"443281";"4471521";"40.39236187045187";"-3.6683057551100595";"914 774 456 / 914 775 923";"";"nsauroraysaguarda@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3466;"Parroquia Nuestra Señora de la Concepción (Pueblo Nuevo)";"";"";"";"Metro: Ciudad Lineal (línea 5).  Bus: 48, 70, 104, 109, 113, 4, 77, 105, 38.  Bicimad: Estación 477 (Ministerios, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=129413db5b71c010VgnVCM1000000b205a0aRCRD";"ARTURO SORIA";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28027";"3";"QUINTANA";"15";"CIUDAD LINEAL";"445821";"4476632";"40.43857137549288";"-3.6388113357492937";"910 729 551";"";"concepcionpn@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3467;"Parroquia Nuestra Señora de la Consolación";"";"";"";"Metro: Sainz de Baranda (líneas 6 y 9).  Bus: 215.  Bicimad: Estación 182 (calle Alcalde Sáinz de Baranda, 107).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a4a413db5b71c010VgnVCM1000000b205a0aRCRD";"JUAN ESPLANDIU";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28007";"3";"ESTRELLA";"3";"RETIRO";"443565";"4474131";"40.41589440293688";"-3.6651928479923983";"915 749 281 / 915 042 800";"";"par.consolacion@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3507;"Parroquia Nuestra Señora de la Estrella";"";"";"";"Metro: Conde de Casal (línea 6).   Bus: 32, 143, 156, 56, 14, 63, 145.    Bicimad: Estación 82 (calle Doctor Esquerdo, 161).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=37b413db5b71c010VgnVCM1000000b205a0aRCRD";"LIRA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28007";"3";"ESTRELLA";"3";"RETIRO";"443191";"4473294";"40.40832664939234";"-3.6695254032917144";"915 041 284";"";"parroquiadelaestrella@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3527;"Parroquia Nuestra Señora de la Fuencisla";"";"";"";"Metro: Almendrales (línea 3).    Bus: 18, 22, 59, 76, 79, 85, 86, 6, 78.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9c413db5b71c010VgnVCM1000000b205a0aRCRD";"ANGELICA SE&amp;Ntilde;ORA";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28026";"4";"ALMENDRALES";"12";"USERA";"440706";"4470538";"40.38332600701564";"-3.6985506323084554";"914 765 727 / 667 566 883";"";"pnsfuencisla@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3535;"Parroquia Nuestra Señora de la Granada";"";"";"";"Metro: Alsacia (línea 2).   Bus: 106, 70, 38, 4, 48, 167.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a4fef4d7f71c010VgnVCM1000000b205a0aRCRD";"VILLASILOS";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28017";"2";"PUEBLO NUEVO";"15";"CIUDAD LINEAL";"446634";"4474720";"40.42140000211379";"-3.629060917908331";"913 043 400";"";"nslagranada@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3537;"Parroquia Nuestra Señora de la Guía";"";"";"";"Metro: Begoña (línea 10)   Bus: 66, SE70, 173, 175, 176, 178, 174, 124, 134, 135, 67.  Bicimad: Estación 249 (paseo de la Castellana, 298).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1d5fef4d7f71c010VgnVCM1000000b205a0aRCRD";"CONDE DE TORRALBA";"CALLE";"V";"18";"";"";"";"";"MADRID";"MADRID";"28046";"6";"CASTILLA";"5";"CHAMARTIN";"441899";"4480889";"40.47665558059818";"-3.685447979564627";"917 353 227";"";"nuestrasenoradelaguia@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3583;"Parroquia Nuestra Señora de la Luz";"";"";"";"Metro: Avenida de la Paz (línea 4).    Bus: 40.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=af6fef4d7f71c010VgnVCM1000000b205a0aRCRD";"FERNAN NUÑEZ";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28016";"4";"HISPANOAMERICA";"5";"CHAMARTIN";"443355";"4478702";"40.45706216281761";"-3.668076738455";"913 504 574";"";"laluz@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3636;"Parroquia Nuestra Señora de la Merced";"";"";"";"Metro: Artilleros (línea 9).  Bus: 20, 100, 30, 71.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=328fef4d7f71c010VgnVCM1000000b205a0aRCRD";"CORREGIDOR JUAN FRANCISCO DE LUJAN";"CALLE";"V";"101";"";"";"";"";"MADRID";"MADRID";"28030";"5";"FONTARRON";"14";"MORATALAZ";"445235";"4472559";"40.40184226882266";"-3.6453645857841925";"917 739 829";"";"nuestrasenoradelamercer@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3628;"Parroquia Nuestra Señora de la Misericordia";"";"";"";"Metro: Portazgo (línea 1), Buenos Aires (línea 1).  Bus: 10, 103.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c49fef4d7f71c010VgnVCM1000000b205a0aRCRD";"ARROYO DEL OLIVAR";"CALLE";"V";"100";"";"";"";"";"MADRID";"MADRID";"28018";"3";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"444131";"4471310";"40.39051878962267";"-3.658269787550189";"917 773 597 / 620 225 108";"";"/nsmisericordia@archimadrid.es/";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3630;"Parroquia Nuestra Señora de la Montaña";"";"";"";"Metro: Vinateros (línea 9).  Bus: 71.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=57afef4d7f71c010VgnVCM1000000b205a0aRCRD";"CORREGIDOR JOSE DE PASAMONTE";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"444960";"4473499";"40.410290766168586";"-3.648687101505836";"913 282 981";"";"pamontan@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
18323;"Parroquia Nuestra Señora de la Palabra";"Su actividad pastoral se realiza junto a Santa María del Camino.";"";"";"Metro: Pavones (línea 9).  Bus: 32.  Bicimad: Estación 221 (calle Hacienda de Pavones, 342).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=610a444a2951c010VgnVCM2000000c205a0aRCRD";"VALDEBERNARDO";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28030";"1";"PAVONES";"14";"MORATALAZ";"446385";"4472548";"40.40182057166897";"-3.631822715268496";"917 721 569";"";"smcaminoynspalabra@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3640;"Parroquia Nuestra Señora de la Paz";"";"";"";"Metro: Pacífico (líneas 1 y 6), Menendez Pelayo (línea 1), Conde de Casal (línea 6).  Bus: 10.  Bicimad: Estaciones 76 (avenida del Mediterráneo, 19), 75 (avenida de Menéndez Pelayo con calle Poeta Esteban Villegas), 79 (avenida de Menéndez Pelayo, 38), 78 (calle Cerro de la Plata, 2), 84 (Valderribas), 77 (Conde de Casal),178 (calle León Gil de Palacio,3), 82 (calle Doctor Esquerdo, 161).  Aparcamiento: Daoíz y Velarde (23) avenida Ciudad de Barcelona (calle Alberche y calle Téllez).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e9bfef4d7f71c010VgnVCM1000000b205a0aRCRD";"VALDERRIBAS";"CALLE";"V";"37";"";"";"";"";"MADRID";"MADRID";"28007";"1";"PACIFICO";"3";"RETIRO";"442622";"4472913";"40.40485418923655";"-3.676198602714417";"915 514 817";"";"paz@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3647;"Parroquia Nuestra Señora de la Peña y San Felipe Neri";"";"";"";"Metro: Nueva Numancia (línea 1).  Bus: 141, 136, 54, 57, 58, 10, 111, 24, 310.  Bicimad: Estación 225 (calle Sierra Toledana, 33), 226 (camino de Valderribas, 94), 227 (calle Arroyo del Olivar, 6), 431 (puerto del Canfranc, 18).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ccfef4d7f71c010VgnVCM1000000b205a0aRCRD";"PUERTO DE CANFRANC";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"443722";"4472086";"40.39748406188719";"-3.663160299145987";"913 284 530 /  693 700 250";"";"nspneri@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3649;"Parroquia Nuestra Señora de la Piedad";"";"";"";"Metro: Portazgo (línea 1).  Bus: 103, 310.  Bicimad: Estación 429 (calle de Carlos Martín Álvarez, 38).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fdfef4d7f71c010VgnVCM1000000b205a0aRCRD";"ANTONIO FOLGUERAS";"CALLE";"V";"24";"";"";"";"";"MADRID";"MADRID";"28018";"3";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"443851";"4471192";"40.38943395197469";"-3.6615624850320643";"917 773 597";"";"";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3685;"Parroquia Nuestra Señora de la Soledad";"";"";"";"Metro: Almendrales (línea 3) .  Bus: 6, 78.  Cercanías Renfe: Doce de Octubre (línea C5).  Bicimad: Estación 389 (calle Merino, 5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=91ffef4d7f71c010VgnVCM1000000b205a0aRCRD";"VISITACION";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28026";"4";"ALMENDRALES";"12";"USERA";"440418";"4470480";"40.38278705642942";"-3.7019322303026603";"917 924 245 / 914 751 875";"";"pnssoledad@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3696;"Parroquia Nuestra Señora de la Vega";"";"";"";"Metro: Peñagrande (Línea 7).  Bus: 42, 126, 128, 49.  Bicimad: Estación 571 (calle Melchor Fernández Almagro, 80).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2400ef4d7f71c010VgnVCM1000000b205a0aRCRD";"CHANTADA";"CALLE";"V";"28";"";"";"";"";"MADRID";"MADRID";"28029";"4";"EL PILAR";"8";"FUENCARRAL-EL PARDO";"439615";"4480550";"40.47343847693065";"-3.7123586048214325";"917 383 506";"";"parroquia.vega@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3413;"Parroquia Nuestra Señora de las Américas";"";"";"";"Bus: 153.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cd413db5b71c010VgnVCM1000000b205a0aRCRD";"ESPIREA";"CALLE";"V";"1";"";"";"";"y 3";"MADRID";"MADRID";"28042";"1";"PALOMAS";"16";"HORTALEZA";"447554";"4477991";"40.4509260539532";"-3.618488762256792";"917 412 898";"";"nuestrasradelasamericas@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3420;"Parroquia Nuestra Señora de las Angustias";"";"";"";"Metro: Palos de la Frontera (línea 3), Atocha-Renfe (línea 1).  Bus: 27, 247, 47, 55, 102, 8.  Cercanías Renfe: Atocha (C1, C2, C3, C3a,C4, C4a, C5, C7, C8, C10).  Bicimad: Estaciones 120 (calle Palos de la Frontera, 27), 168 (paseo Santa María de la Cabeza, 29), 51 (Ronda de Atocha, 2),172 (calle Bustamente, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=eee413db5b71c010VgnVCM1000000b205a0aRCRD";"RAFAEL DE RIEGO";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28045";"6";"PALOS DE LA FRONTERA";"2";"ARGANZUELA";"441263";"4472885";"40.404513321126586";"-3.6922088887788256";"914 678 126";"";"nsangustias@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3487;"Parroquia Nuestra Señora de las Delicias";"";"";"";"Metro: Delicias (línea 3).  Bus: 19, 247, 45, 47, 59, 85, 86, 8, 55, 6.  Cercanías Renfe: Delicias (C1 y C10).  Bicimad: Estación 172 (calle Bustamante, 1), 120 (calle Palos de la Frontera, 27), 164 (paseo de las Delicias, 94).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=710513db5b71c010VgnVCM1000000b205a0aRCRD";"DELICIAS";"PASEO";"V";"61";"";"";"";"";"MADRID";"MADRID";"28045";"5";"DELICIAS";"2";"ARGANZUELA";"441124";"4472418";"40.40029003332906";"-3.6938050319544646";"915 392 036 / 915 278 982";"";"pnsdelicias@archimadrid.es";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
3528;"Parroquia Nuestra Señora de las Fuentes";"";"";"";"Metro: Barrio del Pilar (línea 9).  Bus: 134, 137.  Bicimad: Estación 573 (calle Melchor Fernández Almagro, 16), 569 (avenida Monforte de Lemos, 17).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=041513db5b71c010VgnVCM1000000b205a0aRCRD";"VILLA DE MARIN";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28029";"5";"LA PAZ";"8";"FUENCARRAL-EL PARDO";"440761";"4481136";"40.47880266978818";"-3.698887115535018";"913 147 361";"";"parroquiafuentesmadrid@gmail.com";"/contenido/entidadesYorganismos/TemplosIglesiasCatolicas"; 
