País de residencia;Tipo de dato;Periodo;Total
Países Nórdicos;Tasa de variación acumulada;2019M03;-6,36
Países Nórdicos;Tasa de variación acumulada;2019M02;-8,91
Países Nórdicos;Tasa de variación acumulada;2019M01;-11,27
Países Nórdicos;Tasa de variación acumulada;2018M12;-0,39
Países Nórdicos;Tasa de variación acumulada;2018M11;-0,01
Países Nórdicos;Tasa de variación acumulada;2018M10;0,52
Países Nórdicos;Tasa de variación acumulada;2018M09;1,23
Países Nórdicos;Tasa de variación acumulada;2018M08;2,16
Países Nórdicos;Tasa de variación acumulada;2018M07;3,36
Países Nórdicos;Tasa de variación acumulada;2018M06;3,98
Países Nórdicos;Tasa de variación acumulada;2018M05;3,21
Países Nórdicos;Tasa de variación acumulada;2018M04;5,31
Países Nórdicos;Tasa de variación acumulada;2018M03;8,12
Países Nórdicos;Tasa de variación acumulada;2018M02;6,67
Países Nórdicos;Tasa de variación acumulada;2018M01;11,21
Países Nórdicos;Tasa de variación acumulada;2017M12;13,60
Países Nórdicos;Tasa de variación acumulada;2017M11;13,99
Países Nórdicos;Tasa de variación acumulada;2017M10;14,47
Países Nórdicos;Tasa de variación acumulada;2017M09;15,30
Países Nórdicos;Tasa de variación acumulada;2017M08;14,55
Países Nórdicos;Tasa de variación acumulada;2017M07;13,55
Países Nórdicos;Tasa de variación acumulada;2017M06;13,08
Países Nórdicos;Tasa de variación acumulada;2017M05;11,03
Países Nórdicos;Tasa de variación acumulada;2017M04;5,10
Países Nórdicos;Tasa de variación acumulada;2017M03;0,83
Países Nórdicos;Tasa de variación acumulada;2017M02;0,44
Países Nórdicos;Tasa de variación acumulada;2017M01;-2,10
Países Nórdicos;Tasa de variación acumulada;2016M12;11,02
Países Nórdicos;Tasa de variación acumulada;2016M11;11,28
Países Nórdicos;Tasa de variación acumulada;2016M10;11,37
Países Nórdicos;Tasa de variación acumulada;2016M09;12,17
Países Nórdicos;Tasa de variación acumulada;2016M08;12,03
Países Nórdicos;Tasa de variación acumulada;2016M07;12,39
Países Nórdicos;Tasa de variación acumulada;2016M06;11,86
Países Nórdicos;Tasa de variación acumulada;2016M05;12,73
Países Nórdicos;Tasa de variación acumulada;2016M04;13,35
Países Nórdicos;Tasa de variación acumulada;2016M03;15,56
Países Nórdicos;Tasa de variación acumulada;2016M02;16,62
Países Nórdicos;Tasa de variación acumulada;2016M01;16,42
Países Nórdicos;Tasa de variación acumulada;2015M12;""
Países Nórdicos;Tasa de variación acumulada;2015M11;""
Países Nórdicos;Tasa de variación acumulada;2015M10;""
Portugal;Dato base;2023M05;188.177
Portugal;Dato base;2023M04;253.477
Portugal;Dato base;2023M03;182.469
Portugal;Dato base;2023M02;169.580
Portugal;Dato base;2023M01;143.293
Portugal;Dato base;2022M12;196.106
Portugal;Dato base;2022M11;125.165
Portugal;Dato base;2022M10;162.431
Portugal;Dato base;2022M09;259.647
Portugal;Dato base;2022M08;436.687
Portugal;Dato base;2022M07;302.240
Portugal;Dato base;2022M06;234.782
Portugal;Dato base;2022M05;149.129
Portugal;Dato base;2022M04;206.044
Portugal;Dato base;2022M03;120.769
Portugal;Dato base;2022M02;130.212
Portugal;Dato base;2022M01;92.724
Portugal;Dato base;2021M12;95.354
Portugal;Dato base;2021M11;114.682
Portugal;Dato base;2021M10;146.084
Portugal;Dato base;2021M09;173.206
Portugal;Dato base;2021M08;254.475
Portugal;Dato base;2021M07;149.583
Portugal;Dato base;2021M06;105.021
Portugal;Dato base;2021M05;59.443
Portugal;Dato base;2021M04;24.369
Portugal;Dato base;2021M03;22.783
Portugal;Dato base;2021M02;19.887
Portugal;Dato base;2021M01;28.762
Portugal;Dato base;2020M12;32.978
Portugal;Dato base;2020M11;26.201
Portugal;Dato base;2020M10;43.784
Portugal;Dato base;2020M09;70.442
Portugal;Dato base;2020M08;111.022
Portugal;Dato base;2020M07;90.284
Portugal;Dato base;2020M06;.
Portugal;Dato base;2020M05;0
Portugal;Dato base;2020M04;0
Portugal;Dato base;2020M03;68.710
Portugal;Dato base;2020M02;181.813
Portugal;Dato base;2020M01;129.995
Portugal;Dato base;2019M12;136.294
Portugal;Dato base;2019M11;123.350
Portugal;Dato base;2019M10;174.778
Portugal;Dato base;2019M09;256.227
Portugal;Dato base;2019M08;389.692
Portugal;Dato base;2019M07;256.503
Portugal;Dato base;2019M06;229.556
Portugal;Dato base;2019M05;159.476
Portugal;Dato base;2019M04;231.213
Portugal;Dato base;2019M03;184.721
Portugal;Dato base;2019M02;145.289
Portugal;Dato base;2019M01;141.690
Portugal;Dato base;2018M12;149.171
Portugal;Dato base;2018M11;161.192
Portugal;Dato base;2018M10;185.346
Portugal;Dato base;2018M09;239.695
Portugal;Dato base;2018M08;375.260
Portugal;Dato base;2018M07;263.732
Portugal;Dato base;2018M06;197.373
Portugal;Dato base;2018M05;161.734
Portugal;Dato base;2018M04;200.992
Portugal;Dato base;2018M03;150.281
Portugal;Dato base;2018M02;143.291
Portugal;Dato base;2018M01;116.255
Portugal;Dato base;2017M12;142.332
Portugal;Dato base;2017M11;135.089
Portugal;Dato base;2017M10;151.995
Portugal;Dato base;2017M09;212.172
Portugal;Dato base;2017M08;345.464
Portugal;Dato base;2017M07;269.867
Portugal;Dato base;2017M06;193.478
Portugal;Dato base;2017M05;132.494
Portugal;Dato base;2017M04;215.631
Portugal;Dato base;2017M03;116.401
Portugal;Dato base;2017M02;123.007
Portugal;Dato base;2017M01;99.950
Portugal;Dato base;2016M12;121.732
Portugal;Dato base;2016M11;119.243
Portugal;Dato base;2016M10;174.223
Portugal;Dato base;2016M09;209.792
Portugal;Dato base;2016M08;308.361
Portugal;Dato base;2016M07;237.412
Portugal;Dato base;2016M06;198.076
Portugal;Dato base;2016M05;137.558
Portugal;Dato base;2016M04;145.539
Portugal;Dato base;2016M03;143.662
Portugal;Dato base;2016M02;104.442
Portugal;Dato base;2016M01;96.123
Portugal;Dato base;2015M12;115.301
Portugal;Dato base;2015M11;90.633
Portugal;Dato base;2015M10;136.812
Portugal;Tasa de variación anual;2023M05;26,18
Portugal;Tasa de variación anual;2023M04;23,02
Portugal;Tasa de variación anual;2023M03;51,09
Portugal;Tasa de variación anual;2023M02;30,23
Portugal;Tasa de variación anual;2023M01;54,54
Portugal;Tasa de variación anual;2022M12;105,66
Portugal;Tasa de variación anual;2022M11;9,14
Portugal;Tasa de variación anual;2022M10;11,19
Portugal;Tasa de variación anual;2022M09;49,91
Portugal;Tasa de variación anual;2022M08;71,60
Portugal;Tasa de variación anual;2022M07;102,06
Portugal;Tasa de variación anual;2022M06;123,56
Portugal;Tasa de variación anual;2022M05;150,88
Portugal;Tasa de variación anual;2022M04;745,53
Portugal;Tasa de variación anual;2022M03;430,09
Portugal;Tasa de variación anual;2022M02;554,77
Portugal;Tasa de variación anual;2022M01;222,39
Portugal;Tasa de variación anual;2021M12;189,15
Portugal;Tasa de variación anual;2021M11;337,71
Portugal;Tasa de variación anual;2021M10;233,65
Portugal;Tasa de variación anual;2021M09;145,89
Portugal;Tasa de variación anual;2021M08;129,21
Portugal;Tasa de variación anual;2021M07;65,68
Portugal;Tasa de variación anual;2021M06;1.367,53
Portugal;Tasa de variación anual;2021M05;..
Portugal;Tasa de variación anual;2021M04;..
Portugal;Tasa de variación anual;2021M03;-66,84
Portugal;Tasa de variación anual;2021M02;-89,06
Portugal;Tasa de variación anual;2021M01;-77,87
Portugal;Tasa de variación anual;2020M12;-75,80
Portugal;Tasa de variación anual;2020M11;-78,76
Portugal;Tasa de variación anual;2020M10;-74,95
Portugal;Tasa de variación anual;2020M09;-72,51
Portugal;Tasa de variación anual;2020M08;-71,51
Portugal;Tasa de variación anual;2020M07;-64,80
Portugal;Tasa de variación anual;2020M06;.
Portugal;Tasa de variación anual;2020M05;-100,00
Portugal;Tasa de variación anual;2020M04;-100,00
Portugal;Tasa de variación anual;2020M03;-62,80
Portugal;Tasa de variación anual;2020M02;25,14
Portugal;Tasa de variación anual;2020M01;-8,25
Portugal;Tasa de variación anual;2019M12;-8,63
Portugal;Tasa de variación anual;2019M11;-23,48
Portugal;Tasa de variación anual;2019M10;-5,70
Portugal;Tasa de variación anual;2019M09;6,90
Portugal;Tasa de variación anual;2019M08;3,85
Portugal;Tasa de variación anual;2019M07;-2,74
Portugal;Tasa de variación anual;2019M06;16,31
Portugal;Tasa de variación anual;2019M05;-1,40
Portugal;Tasa de variación anual;2019M04;15,04
Portugal;Tasa de variación anual;2019M03;22,92
Portugal;Tasa de variación anual;2019M02;1,39
Portugal;Tasa de variación anual;2019M01;21,88
Portugal;Tasa de variación anual;2018M12;4,80
Portugal;Tasa de variación anual;2018M11;19,32
Portugal;Tasa de variación anual;2018M10;21,94
Portugal;Tasa de variación anual;2018M09;12,97
Portugal;Tasa de variación anual;2018M08;8,63
Portugal;Tasa de variación anual;2018M07;-2,27
Portugal;Tasa de variación anual;2018M06;2,01
Portugal;Tasa de variación anual;2018M05;22,07
Portugal;Tasa de variación anual;2018M04;-6,79
Portugal;Tasa de variación anual;2018M03;29,11
Portugal;Tasa de variación anual;2018M02;16,49
Portugal;Tasa de variación anual;2018M01;16,31
Portugal;Tasa de variación anual;2017M12;16,92
Portugal;Tasa de variación anual;2017M11;13,29
Portugal;Tasa de variación anual;2017M10;-12,76
Portugal;Tasa de variación anual;2017M09;1,13
Portugal;Tasa de variación anual;2017M08;12,03
Portugal;Tasa de variación anual;2017M07;13,67
Portugal;Tasa de variación anual;2017M06;-2,32
Portugal;Tasa de variación anual;2017M05;-3,68
Portugal;Tasa de variación anual;2017M04;48,16
Portugal;Tasa de variación anual;2017M03;-18,98
Portugal;Tasa de variación anual;2017M02;17,78
Portugal;Tasa de variación anual;2017M01;3,98
Portugal;Tasa de variación anual;2016M12;5,58
Portugal;Tasa de variación anual;2016M11;31,57
Portugal;Tasa de variación anual;2016M10;27,35
Portugal;Tasa de variación anual;2016M09;14,76
Portugal;Tasa de variación anual;2016M08;7,88
Portugal;Tasa de variación anual;2016M07;19,84
Portugal;Tasa de variación anual;2016M06;24,18
Portugal;Tasa de variación anual;2016M05;1,48
Portugal;Tasa de variación anual;2016M04;20,50
Portugal;Tasa de variación anual;2016M03;22,02
Portugal;Tasa de variación anual;2016M02;10,53
Portugal;Tasa de variación anual;2016M01;13,33
Portugal;Tasa de variación anual;2015M12;4,43
Portugal;Tasa de variación anual;2015M11;26,93
Portugal;Tasa de variación anual;2015M10;8,92
Portugal;Acumulado en lo que va de año;2023M05;936.996
Portugal;Acumulado en lo que va de año;2023M04;748.819
Portugal;Acumulado en lo que va de año;2023M03;495.342
Portugal;Acumulado en lo que va de año;2023M02;312.873
Portugal;Acumulado en lo que va de año;2023M01;143.293
Portugal;Acumulado en lo que va de año;2022M12;2.415.936
Portugal;Acumulado en lo que va de año;2022M11;2.219.830
Portugal;Acumulado en lo que va de año;2022M10;2.094.665
Portugal;Acumulado en lo que va de año;2022M09;1.932.234
Portugal;Acumulado en lo que va de año;2022M08;1.672.588
Portugal;Acumulado en lo que va de año;2022M07;1.235.901
Portugal;Acumulado en lo que va de año;2022M06;933.660
Portugal;Acumulado en lo que va de año;2022M05;698.878
Portugal;Acumulado en lo que va de año;2022M04;549.749
Portugal;Acumulado en lo que va de año;2022M03;343.705
Portugal;Acumulado en lo que va de año;2022M02;222.936
Portugal;Acumulado en lo que va de año;2022M01;92.724
Portugal;Acumulado en lo que va de año;2021M12;1.193.649
Portugal;Acumulado en lo que va de año;2021M11;1.098.295
Portugal;Acumulado en lo que va de año;2021M10;983.612
Portugal;Acumulado en lo que va de año;2021M09;837.528
Portugal;Acumulado en lo que va de año;2021M08;664.322
Portugal;Acumulado en lo que va de año;2021M07;409.847
Portugal;Acumulado en lo que va de año;2021M06;260.264
Portugal;Acumulado en lo que va de año;2021M05;155.243
Portugal;Acumulado en lo que va de año;2021M04;95.800
Portugal;Acumulado en lo que va de año;2021M03;71.431
Portugal;Acumulado en lo que va de año;2021M02;48.648
Portugal;Acumulado en lo que va de año;2021M01;28.762
Portugal;Acumulado en lo que va de año;2020M12;762.384
Portugal;Acumulado en lo que va de año;2020M11;729.406
Portugal;Acumulado en lo que va de año;2020M10;703.206
Portugal;Acumulado en lo que va de año;2020M09;659.422
Portugal;Acumulado en lo que va de año;2020M08;588.980
Portugal;Acumulado en lo que va de año;2020M07;477.958
Portugal;Acumulado en lo que va de año;2020M06;.
Portugal;Acumulado en lo que va de año;2020M05;380.518
Portugal;Acumulado en lo que va de año;2020M04;380.518
Portugal;Acumulado en lo que va de año;2020M03;380.518
Portugal;Acumulado en lo que va de año;2020M02;311.808
Portugal;Acumulado en lo que va de año;2020M01;129.995
Portugal;Acumulado en lo que va de año;2019M12;2.428.790
Portugal;Acumulado en lo que va de año;2019M11;2.292.495
Portugal;Acumulado en lo que va de año;2019M10;2.169.145
Portugal;Acumulado en lo que va de año;2019M09;1.994.367
Portugal;Acumulado en lo que va de año;2019M08;1.738.141
Portugal;Acumulado en lo que va de año;2019M07;1.348.448
Portugal;Acumulado en lo que va de año;2019M06;1.091.946
Portugal;Acumulado en lo que va de año;2019M05;862.390
Portugal;Acumulado en lo que va de año;2019M04;702.913
Portugal;Acumulado en lo que va de año;2019M03;471.700
Portugal;Acumulado en lo que va de año;2019M02;286.979
Portugal;Acumulado en lo que va de año;2019M01;141.690
Portugal;Acumulado en lo que va de año;2018M12;2.344.322
Portugal;Acumulado en lo que va de año;2018M11;2.195.152
Portugal;Acumulado en lo que va de año;2018M10;2.033.959
Portugal;Acumulado en lo que va de año;2018M09;1.848.613
Portugal;Acumulado en lo que va de año;2018M08;1.608.918
Portugal;Acumulado en lo que va de año;2018M07;1.233.658
Portugal;Acumulado en lo que va de año;2018M06;969.926
Portugal;Acumulado en lo que va de año;2018M05;772.553
Portugal;Acumulado en lo que va de año;2018M04;610.819
Portugal;Acumulado en lo que va de año;2018M03;409.827
Portugal;Acumulado en lo que va de año;2018M02;259.545
Portugal;Acumulado en lo que va de año;2018M01;116.255
Portugal;Acumulado en lo que va de año;2017M12;2.137.880
Portugal;Acumulado en lo que va de año;2017M11;1.995.548
Portugal;Acumulado en lo que va de año;2017M10;1.860.458
Portugal;Acumulado en lo que va de año;2017M09;1.708.463
Portugal;Acumulado en lo que va de año;2017M08;1.496.291
Portugal;Acumulado en lo que va de año;2017M07;1.150.828
Portugal;Acumulado en lo que va de año;2017M06;880.960
Portugal;Acumulado en lo que va de año;2017M05;687.482
Portugal;Acumulado en lo que va de año;2017M04;554.988
Portugal;Acumulado en lo que va de año;2017M03;339.358
Portugal;Acumulado en lo que va de año;2017M02;222.957
Portugal;Acumulado en lo que va de año;2017M01;99.950
Portugal;Acumulado en lo que va de año;2016M12;1.996.164
Portugal;Acumulado en lo que va de año;2016M11;1.874.432
Portugal;Acumulado en lo que va de año;2016M10;1.755.189
Portugal;Acumulado en lo que va de año;2016M09;1.580.965
Portugal;Acumulado en lo que va de año;2016M08;1.371.173
Portugal;Acumulado en lo que va de año;2016M07;1.062.812
Portugal;Acumulado en lo que va de año;2016M06;825.399
Portugal;Acumulado en lo que va de año;2016M05;627.324
Portugal;Acumulado en lo que va de año;2016M04;489.765
Portugal;Acumulado en lo que va de año;2016M03;344.226
Portugal;Acumulado en lo que va de año;2016M02;200.565
Portugal;Acumulado en lo que va de año;2016M01;96.123
Portugal;Acumulado en lo que va de año;2015M12;""
Portugal;Acumulado en lo que va de año;2015M11;""
Portugal;Acumulado en lo que va de año;2015M10;""
Portugal;Tasa de variación acumulada;2023M05;34,07
Portugal;Tasa de variación acumulada;2023M04;36,21
Portugal;Tasa de variación acumulada;2023M03;44,12
Portugal;Tasa de variación acumulada;2023M02;40,34
Portugal;Tasa de variación acumulada;2023M01;54,54
Portugal;Tasa de variación acumulada;2022M12;102,40
Portugal;Tasa de variación acumulada;2022M11;102,12
Portugal;Tasa de variación acumulada;2022M10;112,96
Portugal;Tasa de variación acumulada;2022M09;130,71
Portugal;Tasa de variación acumulada;2022M08;151,77
Portugal;Tasa de variación acumulada;2022M07;201,55
Portugal;Tasa de variación acumulada;2022M06;258,74
Portugal;Tasa de variación acumulada;2022M05;350,18
Portugal;Tasa de variación acumulada;2022M04;473,85
Portugal;Tasa de variación acumulada;2022M03;381,17
Portugal;Tasa de variación acumulada;2022M02;358,26
Portugal;Tasa de variación acumulada;2022M01;222,39
Portugal;Tasa de variación acumulada;2021M12;56,57
Portugal;Tasa de variación acumulada;2021M11;50,57
Portugal;Tasa de variación acumulada;2021M10;39,88
Portugal;Tasa de variación acumulada;2021M09;27,01
Portugal;Tasa de variación acumulada;2021M08;12,79
Portugal;Tasa de variación acumulada;2021M07;-14,25
Portugal;Tasa de variación acumulada;2021M06;-32,87
Portugal;Tasa de variación acumulada;2021M05;-59,20
Portugal;Tasa de variación acumulada;2021M04;-74,82
Portugal;Tasa de variación acumulada;2021M03;-81,23
Portugal;Tasa de variación acumulada;2021M02;-84,40
Portugal;Tasa de variación acumulada;2021M01;-77,87
Portugal;Tasa de variación acumulada;2020M12;-68,61
Portugal;Tasa de variación acumulada;2020M11;-68,18
Portugal;Tasa de variación acumulada;2020M10;-67,58
Portugal;Tasa de variación acumulada;2020M09;-66,94
Portugal;Tasa de variación acumulada;2020M08;-66,11
Portugal;Tasa de variación acumulada;2020M07;-64,55
Portugal;Tasa de variación acumulada;2020M06;.
Portugal;Tasa de variación acumulada;2020M05;-55,88
Portugal;Tasa de variación acumulada;2020M04;-45,87
Portugal;Tasa de variación acumulada;2020M03;-19,33
Portugal;Tasa de variación acumulada;2020M02;8,65
Portugal;Tasa de variación acumulada;2020M01;-8,25
Portugal;Tasa de variación acumulada;2019M12;3,60
Portugal;Tasa de variación acumulada;2019M11;4,43
Portugal;Tasa de variación acumulada;2019M10;6,65
Portugal;Tasa de variación acumulada;2019M09;7,88
Portugal;Tasa de variación acumulada;2019M08;8,03
Portugal;Tasa de variación acumulada;2019M07;9,30
Portugal;Tasa de variación acumulada;2019M06;12,58
Portugal;Tasa de variación acumulada;2019M05;11,63
Portugal;Tasa de variación acumulada;2019M04;15,08
Portugal;Tasa de variación acumulada;2019M03;15,10
Portugal;Tasa de variación acumulada;2019M02;10,57
Portugal;Tasa de variación acumulada;2019M01;21,88
Portugal;Tasa de variación acumulada;2018M12;9,66
Portugal;Tasa de variación acumulada;2018M11;10,00
Portugal;Tasa de variación acumulada;2018M10;9,33
Portugal;Tasa de variación acumulada;2018M09;8,20
Portugal;Tasa de variación acumulada;2018M08;7,53
Portugal;Tasa de variación acumulada;2018M07;7,20
Portugal;Tasa de variación acumulada;2018M06;10,10
Portugal;Tasa de variación acumulada;2018M05;12,37
Portugal;Tasa de variación acumulada;2018M04;10,06
Portugal;Tasa de variación acumulada;2018M03;20,77
Portugal;Tasa de variación acumulada;2018M02;16,41
Portugal;Tasa de variación acumulada;2018M01;16,31
Portugal;Tasa de variación acumulada;2017M12;7,10
Portugal;Tasa de variación acumulada;2017M11;6,46
Portugal;Tasa de variación acumulada;2017M10;6,00
Portugal;Tasa de variación acumulada;2017M09;8,06
Portugal;Tasa de variación acumulada;2017M08;9,12
Portugal;Tasa de variación acumulada;2017M07;8,28
Portugal;Tasa de variación acumulada;2017M06;6,73
Portugal;Tasa de variación acumulada;2017M05;9,59
Portugal;Tasa de variación acumulada;2017M04;13,32
Portugal;Tasa de variación acumulada;2017M03;-1,41
Portugal;Tasa de variación acumulada;2017M02;11,16
Portugal;Tasa de variación acumulada;2017M01;3,98
Portugal;Tasa de variación acumulada;2016M12;15,90
Portugal;Tasa de variación acumulada;2016M11;16,64
Portugal;Tasa de variación acumulada;2016M10;15,75
Portugal;Tasa de variación acumulada;2016M09;14,59
Portugal;Tasa de variación acumulada;2016M08;14,57
Portugal;Tasa de variación acumulada;2016M07;16,67
Portugal;Tasa de variación acumulada;2016M06;15,78
Portugal;Tasa de variación acumulada;2016M05;13,36
Portugal;Tasa de variación acumulada;2016M04;17,22
Portugal;Tasa de variación acumulada;2016M03;15,88
Portugal;Tasa de variación acumulada;2016M02;11,86
Portugal;Tasa de variación acumulada;2016M01;13,33
Portugal;Tasa de variación acumulada;2015M12;""
Portugal;Tasa de variación acumulada;2015M11;""
Portugal;Tasa de variación acumulada;2015M10;""
Reino Unido;Dato base;2023M05;1.823.786
Reino Unido;Dato base;2023M04;1.353.323
Reino Unido;Dato base;2023M03;1.069.322
Reino Unido;Dato base;2023M02;784.496
Reino Unido;Dato base;2023M01;742.212
Reino Unido;Dato base;2022M12;764.766
Reino Unido;Dato base;2022M11;826.874
Reino Unido;Dato base;2022M10;1.525.460
Reino Unido;Dato base;2022M09;1.794.754
Reino Unido;Dato base;2022M08;1.840.664
Reino Unido;Dato base;2022M07;1.893.450
Reino Unido;Dato base;2022M06;1.809.242
Reino Unido;Dato base;2022M05;1.651.886
Reino Unido;Dato base;2022M04;1.245.117
Reino Unido;Dato base;2022M03;826.572
Reino Unido;Dato base;2022M02;578.598
Reino Unido;Dato base;2022M01;364.528
Reino Unido;Dato base;2021M12;415.656
Reino Unido;Dato base;2021M11;598.624
Reino Unido;Dato base;2021M10;957.025
Reino Unido;Dato base;2021M09;788.194
Reino Unido;Dato base;2021M08;714.013
Reino Unido;Dato base;2021M07;554.277
Reino Unido;Dato base;2021M06;142.482
Reino Unido;Dato base;2021M05;51.128
Reino Unido;Dato base;2021M04;23.860
Reino Unido;Dato base;2021M03;19.748
Reino Unido;Dato base;2021M02;14.367
Reino Unido;Dato base;2021M01;23.260
Reino Unido;Dato base;2020M12;109.320
Reino Unido;Dato base;2020M11;85.351
Reino Unido;Dato base;2020M10;148.009
Reino Unido;Dato base;2020M09;162.489
Reino Unido;Dato base;2020M08;254.236
Reino Unido;Dato base;2020M07;379.039
Reino Unido;Dato base;2020M06;9.436
Reino Unido;Dato base;2020M05;0
Reino Unido;Dato base;2020M04;0
Reino Unido;Dato base;2020M03;399.515
Reino Unido;Dato base;2020M02;888.521
Reino Unido;Dato base;2020M01;714.288
Reino Unido;Dato base;2019M12;786.044
Reino Unido;Dato base;2019M11;872.392
Reino Unido;Dato base;2019M10;1.643.636
Reino Unido;Dato base;2019M09;2.094.377
Reino Unido;Dato base;2019M08;2.172.298
Reino Unido;Dato base;2019M07;2.154.808
Reino Unido;Dato base;2019M06;2.074.006
Reino Unido;Dato base;2019M05;1.950.529
Reino Unido;Dato base;2019M04;1.461.671
Reino Unido;Dato base;2019M03;1.109.683
Reino Unido;Dato base;2019M02;885.676
Reino Unido;Dato base;2019M01;807.362
Reino Unido;Dato base;2018M12;856.447
Reino Unido;Dato base;2018M11;934.572
Reino Unido;Dato base;2018M10;1.732.143
Reino Unido;Dato base;2018M09;2.110.577
Reino Unido;Dato base;2018M08;2.248.604
Reino Unido;Dato base;2018M07;2.214.662
Reino Unido;Dato base;2018M06;2.173.824
Reino Unido;Dato base;2018M05;1.983.454
Reino Unido;Dato base;2018M04;1.422.435
Reino Unido;Dato base;2018M03;1.184.251
Reino Unido;Dato base;2018M02;863.704
Reino Unido;Dato base;2018M01;799.284
Reino Unido;Dato base;2017M12;812.153
Reino Unido;Dato base;2017M11;911.187
Reino Unido;Dato base;2017M10;1.658.268
Reino Unido;Dato base;2017M09;2.173.773
Reino Unido;Dato base;2017M08;2.323.782
Reino Unido;Dato base;2017M07;2.327.431
Reino Unido;Dato base;2017M06;2.185.425
Reino Unido;Dato base;2017M05;2.066.225
Reino Unido;Dato base;2017M04;1.507.935
Reino Unido;Dato base;2017M03;1.123.087
Reino Unido;Dato base;2017M02;919.566
Reino Unido;Dato base;2017M01;797.942
Reino Unido;Dato base;2016M12;880.670
Reino Unido;Dato base;2016M11;866.957
Reino Unido;Dato base;2016M10;1.654.697
Reino Unido;Dato base;2016M09;1.995.183
Reino Unido;Dato base;2016M08;2.248.819
Reino Unido;Dato base;2016M07;2.166.552
Reino Unido;Dato base;2016M06;2.088.747
Reino Unido;Dato base;2016M05;1.794.232
Reino Unido;Dato base;2016M04;1.423.065
Reino Unido;Dato base;2016M03;1.058.312
Reino Unido;Dato base;2016M02;805.843
Reino Unido;Dato base;2016M01;692.291
Reino Unido;Dato base;2015M12;758.202
Reino Unido;Dato base;2015M11;770.874
Reino Unido;Dato base;2015M10;1.563.317
Reino Unido;Tasa de variación anual;2023M05;10,41
Reino Unido;Tasa de variación anual;2023M04;8,69
Reino Unido;Tasa de variación anual;2023M03;29,37
Reino Unido;Tasa de variación anual;2023M02;35,59
Reino Unido;Tasa de variación anual;2023M01;103,61
Reino Unido;Tasa de variación anual;2022M12;83,99
Reino Unido;Tasa de variación anual;2022M11;38,13
Reino Unido;Tasa de variación anual;2022M10;59,40
Reino Unido;Tasa de variación anual;2022M09;127,70
Reino Unido;Tasa de variación anual;2022M08;157,79
Reino Unido;Tasa de variación anual;2022M07;241,61
Reino Unido;Tasa de variación anual;2022M06;1.169,80
Reino Unido;Tasa de variación anual;2022M05;3.130,86
Reino Unido;Tasa de variación anual;2022M04;5.118,50
Reino Unido;Tasa de variación anual;2022M03;4.085,60
Reino Unido;Tasa de variación anual;2022M02;3.927,17
Reino Unido;Tasa de variación anual;2022M01;1.467,17
Reino Unido;Tasa de variación anual;2021M12;280,22
Reino Unido;Tasa de variación anual;2021M11;601,36
Reino Unido;Tasa de variación anual;2021M10;546,60
Reino Unido;Tasa de variación anual;2021M09;385,08
Reino Unido;Tasa de variación anual;2021M08;180,85
Reino Unido;Tasa de variación anual;2021M07;46,23
Reino Unido;Tasa de variación anual;2021M06;1.409,93
Reino Unido;Tasa de variación anual;2021M05;..
Reino Unido;Tasa de variación anual;2021M04;..
Reino Unido;Tasa de variación anual;2021M03;-95,06
Reino Unido;Tasa de variación anual;2021M02;-98,38
Reino Unido;Tasa de variación anual;2021M01;-96,74
Reino Unido;Tasa de variación anual;2020M12;-86,09
Reino Unido;Tasa de variación anual;2020M11;-90,22
Reino Unido;Tasa de variación anual;2020M10;-91,00
Reino Unido;Tasa de variación anual;2020M09;-92,24
Reino Unido;Tasa de variación anual;2020M08;-88,30
Reino Unido;Tasa de variación anual;2020M07;-82,41
Reino Unido;Tasa de variación anual;2020M06;-99,55
Reino Unido;Tasa de variación anual;2020M05;-100,00
Reino Unido;Tasa de variación anual;2020M04;-100,00
Reino Unido;Tasa de variación anual;2020M03;-64,00
Reino Unido;Tasa de variación anual;2020M02;0,32
Reino Unido;Tasa de variación anual;2020M01;-11,53
Reino Unido;Tasa de variación anual;2019M12;-8,22
Reino Unido;Tasa de variación anual;2019M11;-6,65
Reino Unido;Tasa de variación anual;2019M10;-5,11
Reino Unido;Tasa de variación anual;2019M09;-0,77
Reino Unido;Tasa de variación anual;2019M08;-3,39
Reino Unido;Tasa de variación anual;2019M07;-2,70
Reino Unido;Tasa de variación anual;2019M06;-4,59
Reino Unido;Tasa de variación anual;2019M05;-1,66
Reino Unido;Tasa de variación anual;2019M04;2,76
Reino Unido;Tasa de variación anual;2019M03;-6,30
Reino Unido;Tasa de variación anual;2019M02;2,54
Reino Unido;Tasa de variación anual;2019M01;1,01
Reino Unido;Tasa de variación anual;2018M12;5,45
Reino Unido;Tasa de variación anual;2018M11;2,57
Reino Unido;Tasa de variación anual;2018M10;4,45
Reino Unido;Tasa de variación anual;2018M09;-2,91
Reino Unido;Tasa de variación anual;2018M08;-3,24
Reino Unido;Tasa de variación anual;2018M07;-4,85
Reino Unido;Tasa de variación anual;2018M06;-0,53
Reino Unido;Tasa de variación anual;2018M05;-4,01
Reino Unido;Tasa de variación anual;2018M04;-5,67
Reino Unido;Tasa de variación anual;2018M03;5,45
Reino Unido;Tasa de variación anual;2018M02;-6,07
Reino Unido;Tasa de variación anual;2018M01;0,17
Reino Unido;Tasa de variación anual;2017M12;-7,78
Reino Unido;Tasa de variación anual;2017M11;5,10
